date,city,vehicle_count,avg_speed,congestion_level,temperature,heat_index,humidity,rainfall,aqi,air_quality_category,respiratory_cases,heat_related_cases,health_risk_score,risk_level
2025-04-18,Mumbai,505,10,High,36.1,37.9,46,0.0,264,Poor,87,23,0.83,High
2025-04-18,Chennai,234,39,Medium,38.9,41.7,71,0.0,168,Poor,52,22,0.63,Medium
2025-04-18,Ahmedabad,261,36,Medium,24.3,26.0,42,0.0,205,Poor,92,0,0.59,Medium
2025-04-18,Hyderabad,401,21,High,27.1,28.5,34,16.4,215,Poor,105,0,0.71,High
2025-04-18,Lucknow,302,32,Medium,37.5,39.5,51,0.0,236,Poor,97,29,0.71,High
2025-04-18,Shimla,193,44,Medium,17.7,20.4,67,0.0,109,Poor,38,0,0.41,Medium
2025-04-19,Delhi,257,37,Medium,20.1,22.6,62,0.0,205,Poor,98,0,0.56,Medium
2025-04-19,Bangalore,403,21,High,24.5,27.9,84,0.0,195,Poor,97,0,0.66,Medium
2025-04-19,Mumbai,365,25,High,30.2,32.8,66,0.0,224,Poor,65,0,0.74,High
2025-04-19,Chennai,541,10,High,26.5,28.7,56,2.6,277,Poor,128,0,0.79,High
2025-04-19,Ahmedabad,457,15,High,25.8,27.4,40,0.0,273,Poor,93,0,0.78,High
2025-04-19,Hyderabad,256,37,Medium,38.2,41.0,69,0.0,163,Poor,49,15,0.62,Medium
2025-04-19,Lucknow,167,47,Medium,12.6,14.6,49,8.2,181,Poor,75,0,0.48,Medium
2025-04-19,Shimla,111,53,Low,10.1,12.1,51,0.0,94,Moderate,27,0,0.25,Low
2025-04-20,Delhi,558,10,High,27.4,29.0,39,0.0,304,Poor,109,0,0.82,High
2025-04-20,Bangalore,233,40,Medium,27.1,30.2,78,19.9,142,Poor,60,0,0.52,Medium
2025-04-20,Mumbai,276,35,Medium,31.8,34.8,74,0.0,206,Poor,68,4,0.64,Medium
2025-04-20,Chennai,233,40,Medium,26.8,29.9,77,0.0,172,Poor,70,0,0.56,Medium
2025-04-20,Ahmedabad,493,11,High,26.2,27.6,34,0.0,262,Poor,70,0,0.76,High
2025-04-20,Hyderabad,318,30,Medium,33.7,36.1,59,0.0,188,Poor,79,7,0.63,Medium
2025-04-20,Lucknow,304,32,Medium,30.7,34.1,84,7.1,224,Poor,80,2,0.65,Medium
2025-04-20,Shimla,114,53,Low,6.9,9.0,52,0.0,89,Moderate,36,0,0.22,Low
2025-04-21,Delhi,410,20,High,18.9,21.7,71,11.2,277,Poor,92,0,0.74,High
2025-04-21,Bangalore,259,37,Medium,28.8,31.9,78,0.0,148,Poor,42,0,0.54,Medium
2025-04-21,Mumbai,563,10,High,34.3,35.7,36,0.0,244,Poor,84,6,0.79,High
2025-04-21,Chennai,211,42,Medium,35.6,38.7,77,18.6,181,Poor,61,19,0.63,Medium
2025-04-21,Ahmedabad,411,20,High,22.6,25.2,65,0.0,242,Poor,95,0,0.71,High
2025-04-21,Hyderabad,223,41,Medium,26.9,30.0,78,0.0,159,Poor,45,0,0.54,Medium
2025-04-21,Lucknow,368,25,High,14.9,17.7,69,0.0,248,Poor,91,0,0.67,Medium
2025-04-21,Shimla,64,58,Low,22.0,25.2,81,0.0,85,Moderate,39,0,0.32,Low
2025-04-22,Delhi,421,19,High,38.5,41.0,63,0.9,277,Poor,111,27,0.87,High
2025-04-22,Bangalore,159,48,Medium,22.9,24.4,37,0.5,132,Poor,44,0,0.48,Medium
2025-04-22,Mumbai,256,37,Medium,27.0,30.3,83,16.2,186,Poor,54,0,0.58,Medium
2025-04-22,Chennai,453,15,High,32.7,35.5,69,5.8,261,Poor,99,9,0.81,High
2025-04-22,Ahmedabad,417,19,High,34.4,36.4,51,0.0,227,Poor,92,12,0.77,High
2025-04-22,Hyderabad,188,45,Medium,36.4,38.1,43,0.0,176,Poor,85,19,0.63,Medium
2025-04-22,Lucknow,339,28,Medium,35.4,37.6,54,0.0,238,Poor,89,18,0.7,High
2025-04-22,Shimla,158,48,Medium,12.2,14.1,47,0.0,101,Poor,40,0,0.37,Low
2025-04-23,Delhi,351,26,High,29.5,32.9,85,0.0,247,Poor,85,0,0.77,High
2025-04-23,Bangalore,372,24,High,19.4,21.4,50,1.2,169,Poor,47,0,0.59,Medium
2025-04-23,Mumbai,646,10,High,26.1,28.5,60,0.0,261,Poor,84,0,0.76,High
2025-04-23,Chennai,414,19,High,26.0,28.6,66,0.0,252,Poor,110,0,0.75,High
2025-04-23,Ahmedabad,452,15,High,25.6,28.2,66,18.4,268,Poor,114,0,0.77,High
2025-04-23,Hyderabad,305,32,Medium,20.4,23.3,72,0.0,198,Poor,49,0,0.55,Medium
2025-04-23,Lucknow,418,19,High,16.2,19.3,77,0.0,268,Poor,115,0,0.71,High
2025-04-23,Shimla,98,55,Low,3.3,5.2,48,0.0,99,Moderate,45,0,0.21,Low
2025-04-24,Delhi,562,10,High,29.2,31.0,44,0.0,306,Poor,140,0,0.83,High
2025-04-24,Bangalore,193,44,Medium,33.3,35.6,58,0.0,126,Poor,34,12,0.54,Medium
2025-04-24,Mumbai,463,14,High,27.2,29.2,49,0.0,252,Poor,86,0,0.76,High
2025-04-24,Chennai,477,12,High,37.3,38.6,32,0.0,243,Poor,67,18,0.81,High
2025-04-24,Ahmedabad,489,11,High,29.9,32.2,57,7.0,267,Poor,95,0,0.8,High
2025-04-24,Hyderabad,463,14,High,40.9,42.8,47,0.0,228,Poor,94,36,0.82,High
2025-04-24,Lucknow,298,32,Medium,38.6,40.0,36,14.5,229,Poor,113,25,0.71,High
2025-04-24,Shimla,78,57,Low,13.0,14.4,35,0.0,80,Moderate,32,0,0.25,Low
2025-04-25,Delhi,515,10,High,21.3,24.0,68,0.0,294,Poor,104,0,0.77,High
2025-04-25,Bangalore,414,19,High,32.3,34.5,54,0.0,210,Poor,101,5,0.74,High
2025-04-25,Mumbai,338,28,Medium,36.6,38.7,53,0.0,187,Poor,75,18,0.64,Medium
2025-04-25,Chennai,353,26,High,34.4,37.7,82,0.0,199,Poor,92,12,0.73,High
2025-04-25,Ahmedabad,235,39,Medium,36.3,38.8,63,0.0,214,Poor,89,15,0.68,Medium
2025-04-25,Hyderabad,288,33,Medium,21.3,23.9,65,0.4,183,Poor,89,0,0.54,Medium
2025-04-25,Lucknow,269,36,Medium,19.9,21.3,36,0.0,205,Poor,84,0,0.56,Medium
2025-04-25,Shimla,61,59,Low,17.0,20.1,77,0.0,86,Moderate,21,0,0.29,Low
2025-04-26,Delhi,510,10,High,26.8,29.2,59,0.0,282,Poor,128,0,0.79,High
2025-04-26,Bangalore,321,30,Medium,18.3,20.9,65,0.0,182,Poor,86,0,0.51,Medium
2025-04-26,Mumbai,258,37,Medium,28.5,31.9,84,0.0,201,Poor,65,0,0.61,Medium
2025-04-26,Chennai,450,15,High,35.2,36.6,35,5.1,244,Poor,108,20,0.8,High
2025-04-26,Ahmedabad,310,31,Medium,24.9,26.9,50,0.0,212,Poor,99,0,0.6,Medium
2025-04-26,Hyderabad,396,21,High,30.2,32.7,62,0.0,213,Poor,76,0,0.73,High
2025-04-26,Lucknow,191,44,Medium,35.0,36.3,32,3.0,206,Poor,82,19,0.66,Medium
2025-04-26,Shimla,113,53,Low,10.6,13.2,64,0.0,92,Moderate,42,0,0.25,Low
2025-04-27,Delhi,269,36,Medium,20.4,23.7,83,0.0,234,Poor,62,0,0.6,Medium
2025-04-27,Bangalore,365,25,High,28.5,31.8,82,11.5,191,Poor,49,0,0.68,Medium
2025-04-27,Mumbai,423,18,High,36.7,38.5,44,0.0,219,Poor,107,10,0.78,High
2025-04-27,Chennai,210,42,Medium,25.5,28.5,76,8.0,188,Poor,53,0,0.57,Medium
2025-04-27,Ahmedabad,405,20,High,20.5,22.4,47,0.0,257,Poor,72,0,0.72,High
2025-04-27,Hyderabad,358,26,High,36.6,39.5,72,0.0,185,Poor,86,24,0.73,High
2025-04-27,Lucknow,293,33,Medium,14.9,17.1,54,1.0,225,Poor,79,0,0.55,Medium
2025-04-27,Shimla,65,58,Low,19.9,21.2,33,0.0,92,Moderate,35,0,0.32,Low
2025-04-28,Delhi,383,23,High,23.0,25.5,63,0.0,272,Poor,68,0,0.76,High
2025-04-28,Bangalore,195,44,Medium,18.9,20.8,47,0.0,156,Poor,60,0,0.48,Medium
2025-04-28,Mumbai,256,37,Medium,28.0,29.7,42,0.0,166,Poor,61,0,0.56,Medium
2025-04-28,Chennai,486,11,High,28.2,29.7,38,0.0,235,Poor,114,0,0.74,High
2025-04-28,Ahmedabad,355,26,High,41.6,43.4,46,13.8,235,Poor,82,36,0.83,High
2025-04-28,Hyderabad,268,36,Medium,39.9,41.2,33,0.0,188,Poor,92,33,0.67,Medium
2025-04-28,Lucknow,238,39,Medium,36.9,40.2,83,0.0,223,Poor,69,26,0.69,Medium
2025-04-28,Shimla,124,52,Low,26.1,28.9,69,0.0,106,Poor,51,0,0.38,Low
2025-04-29,Delhi,274,35,Medium,17.0,19.4,60,18.8,228,Poor,86,0,0.57,Medium
2025-04-29,Bangalore,279,34,Medium,27.0,29.0,49,0.0,154,Poor,73,0,0.54,Medium
2025-04-29,Mumbai,321,30,Medium,28.7,30.7,50,0.0,193,Poor,90,0,0.6,Medium
2025-04-29,Chennai,474,13,High,24.7,26.4,43,0.0,250,Poor,105,0,0.74,High
2025-04-29,Ahmedabad,361,25,High,40.6,42.9,58,0.0,224,Poor,84,32,0.81,High
2025-04-29,Hyderabad,255,37,Medium,33.4,35.4,50,6.6,156,Poor,76,8,0.58,Medium
2025-04-29,Lucknow,197,44,Medium,37.8,39.4,39,0.0,180,Poor,59,28,0.64,Medium
2025-04-29,Shimla,102,54,Low,25.1,26.7,41,0.0,81,Moderate,29,0,0.34,Low
2025-04-30,Delhi,307,31,Medium,32.1,35.1,74,0.0,250,Poor,84,6,0.7,High
2025-04-30,Bangalore,373,24,High,27.9,29.4,37,0.0,169,Poor,62,0,0.65,Medium
2025-04-30,Mumbai,449,16,High,25.4,27.9,62,0.0,218,Poor,65,0,0.7,High
2025-04-30,Chennai,532,10,High,38.3,40.0,43,0.0,273,Poor,108,28,0.86,High
2025-04-30,Ahmedabad,239,39,Medium,34.4,36.0,39,13.6,214,Poor,66,17,0.66,Medium
2025-04-30,Hyderabad,180,45,Medium,33.8,36.0,54,0.0,152,Poor,52,6,0.58,Medium
2025-04-30,Lucknow,233,40,Medium,39.8,43.1,82,0.0,189,Poor,91,34,0.67,Medium
2025-04-30,Shimla,114,53,Low,16.7,18.3,41,0.0,90,Moderate,37,0,0.29,Low
2025-05-01,Delhi,228,40,Medium,29.6,32.5,72,0.0,237,Poor,98,0,0.66,Medium
2025-05-01,Bangalore,215,42,Medium,31.4,33.7,57,0.0,130,Poor,64,2,0.53,Medium
2025-05-01,Mumbai,261,36,Medium,30.8,34.2,84,0.0,171,Poor,42,1,0.58,Medium
2025-05-01,Chennai,483,12,High,32.2,34.8,66,0.0,250,Poor,109,5,0.79,High
2025-05-01,Ahmedabad,282,34,Medium,43.2,46.3,77,0.0,208,Poor,68,39,0.72,High
2025-05-01,Hyderabad,301,32,Medium,20.9,22.5,39,0.0,204,Poor,81,0,0.56,Medium
2025-05-01,Lucknow,197,44,Medium,33.8,35.4,39,0.0,209,Poor,68,14,0.65,Medium
2025-05-01,Shimla,56,59,Low,22.3,25.7,84,0.0,89,Moderate,38,0,0.33,Low
2025-05-02,Delhi,457,15,High,10.6,12.0,35,0.0,262,Poor,111,0,0.66,Medium
2025-05-02,Bangalore,313,31,Medium,21.3,23.4,52,10.3,159,Poor,48,0,0.5,Medium
2025-05-02,Mumbai,357,26,High,32.8,34.3,38,0.0,208,Poor,99,8,0.74,High
2025-05-02,Chennai,224,41,Medium,27.1,29.5,60,0.0,166,Poor,76,0,0.55,Medium
2025-05-02,Ahmedabad,264,36,Medium,23.4,24.7,33,0.0,201,Poor,92,0,0.57,Medium
2025-05-02,Hyderabad,467,14,High,34.1,37.4,82,7.7,245,Poor,87,13,0.79,High
2025-05-02,Lucknow,280,34,Medium,28.3,31.0,68,0.0,225,Poor,68,0,0.64,Medium
2025-05-02,Shimla,152,49,Medium,13.1,16.1,74,0.0,108,Poor,30,0,0.38,Low
2025-05-03,Delhi,273,35,Medium,13.3,14.7,34,3.3,244,Poor,91,0,0.56,Medium
2025-05-03,Bangalore,194,44,Medium,27.1,29.2,53,0.0,146,Poor,49,0,0.53,Medium
2025-05-03,Mumbai,340,28,Medium,24.0,27.4,84,0.0,215,Poor,82,0,0.6,Medium
2025-05-03,Chennai,245,38,Medium,32.1,35.4,82,0.0,189,Poor,81,7,0.62,Medium
2025-05-03,Ahmedabad,254,37,Medium,27.7,31.1,85,0.0,198,Poor,61,0,0.6,Medium
2025-05-03,Hyderabad,342,27,Medium,26.2,27.8,41,0.0,207,Poor,80,0,0.6,Medium
2025-05-03,Lucknow,327,29,Medium,31.9,35.3,85,0.0,241,Poor,117,6,0.68,Medium
2025-05-03,Shimla,177,46,Medium,9.7,12.5,70,0.0,109,Poor,46,0,0.36,Low
2025-05-04,Delhi,415,19,High,12.0,15.3,82,0.0,278,Poor,127,0,0.69,Medium
2025-05-04,Bangalore,383,23,High,30.5,33.6,77,19.6,193,Poor,57,1,0.7,High
2025-05-04,Mumbai,433,17,High,35.5,38.2,68,0.0,234,Poor,107,20,0.79,High
2025-05-04,Chennai,441,16,High,37.5,39.3,44,0.0,235,Poor,87,14,0.8,High
2025-05-04,Ahmedabad,486,11,High,29.7,31.3,40,0.0,277,Poor,130,0,0.81,High
2025-05-04,Hyderabad,286,34,Medium,41.0,43.4,59,12.1,185,Poor,64,19,0.67,Medium
2025-05-04,Lucknow,399,21,High,17.7,20.6,72,0.0,234,Poor,95,0,0.67,Medium
2025-05-04,Shimla,189,44,Medium,10.7,12.8,52,4.5,122,Poor,32,0,0.38,Low
2025-05-05,Delhi,332,29,Medium,34.3,35.7,34,0.0,251,Poor,71,12,0.71,High
2025-05-05,Bangalore,326,29,Medium,33.4,36.8,85,19.7,191,Poor,49,8,0.63,Medium
2025-05-05,Mumbai,642,10,High,32.9,35.3,60,0.0,294,Poor,86,6,0.85,High
2025-05-05,Chennai,486,11,High,29.2,30.8,40,0.0,242,Poor,75,0,0.76,High
2025-05-05,Ahmedabad,252,37,Medium,22.4,24.8,60,0.0,220,Poor,79,0,0.59,Medium
2025-05-05,Hyderabad,257,37,Medium,24.2,25.4,30,0.0,180,Poor,45,0,0.55,Medium
2025-05-05,Lucknow,195,44,Medium,17.8,20.8,74,0.0,217,Poor,76,0,0.56,Medium
2025-05-05,Shimla,196,44,Medium,2.5,5.6,78,0.0,115,Poor,37,0,0.32,Low
2025-05-06,Delhi,505,10,High,31.6,34.2,65,0.0,293,Poor,104,5,0.84,High
2025-05-06,Bangalore,441,16,High,19.6,21.4,45,0.0,197,Poor,68,0,0.63,Medium
2025-05-06,Mumbai,605,10,High,34.5,36.2,43,0.0,263,Poor,104,9,0.82,High
2025-05-06,Chennai,234,39,Medium,31.2,33.7,63,0.0,181,Poor,87,2,0.6,Medium
2025-05-06,Ahmedabad,353,26,High,20.1,23.0,73,7.3,213,Poor,64,0,0.66,Medium
2025-05-06,Hyderabad,453,15,High,34.8,37.5,68,0.0,235,Poor,107,17,0.79,High
2025-05-06,Lucknow,167,47,Medium,40.0,42.4,61,0.0,204,Poor,80,15,0.69,Medium
2025-05-06,Shimla,133,51,Low,20.7,22.7,51,0.0,83,Moderate,28,0,0.31,Low
2025-05-07,Delhi,313,31,Medium,35.1,37.4,58,0.0,218,Poor,77,18,0.67,Medium
2025-05-07,Bangalore,173,46,Medium,16.6,19.6,75,0.0,118,Poor,42,0,0.42,Medium
2025-05-07,Mumbai,262,36,Medium,24.2,25.6,34,0.0,186,Poor,64,0,0.56,Medium
2025-05-07,Chennai,227,40,Medium,26.0,27.3,33,0.0,197,Poor,59,0,0.59,Medium
2025-05-07,Ahmedabad,380,23,High,42.2,44.8,66,10.4,253,Poor,114,20,0.86,High
2025-05-07,Hyderabad,315,30,Medium,24.8,27.0,56,0.0,191,Poor,75,0,0.57,Medium
2025-05-07,Lucknow,317,30,Medium,26.1,27.7,40,15.5,247,Poor,78,0,0.65,Medium
2025-05-07,Shimla,79,57,Low,9.4,11.8,61,0.0,69,Moderate,23,0,0.21,Low
2025-05-08,Delhi,362,25,High,27.0,29.1,53,0.0,242,Poor,78,0,0.74,High
2025-05-08,Bangalore,351,26,High,32.6,34.9,58,1.3,161,Poor,60,5,0.67,Medium
2025-05-08,Mumbai,631,10,High,35.9,38.6,68,0.0,296,Poor,122,11,0.87,High
2025-05-08,Chennai,232,40,Medium,25.3,27.4,52,0.0,202,Poor,54,0,0.59,Medium
2025-05-08,Ahmedabad,314,31,Medium,43.6,46.9,82,1.3,236,Poor,86,23,0.76,High
2025-05-08,Hyderabad,393,22,High,40.2,41.6,36,3.2,197,Poor,59,19,0.77,High
2025-05-08,Lucknow,360,25,High,32.3,35.1,71,0.0,224,Poor,70,5,0.75,High
2025-05-08,Shimla,97,55,Low,6.2,9.3,78,0.0,100,Moderate,46,0,0.23,Low
2025-05-09,Delhi,589,10,High,22.0,24.1,52,0.0,313,Poor,98,0,0.79,High
2025-05-09,Bangalore,397,21,High,16.7,18.3,40,0.0,203,Poor,82,0,0.62,Medium
2025-05-09,Mumbai,615,10,High,36.5,39.1,64,0.0,278,Poor,110,20,0.85,High
2025-05-09,Chennai,415,19,High,31.9,35.1,79,0.0,220,Poor,100,5,0.75,High
2025-05-09,Ahmedabad,184,45,Medium,23.0,25.2,54,0.0,193,Poor,51,0,0.56,Medium
2025-05-09,Hyderabad,197,44,Medium,33.5,35.3,46,0.0,174,Poor,64,10,0.61,Medium
2025-05-09,Lucknow,276,35,Medium,35.8,37.6,44,0.0,219,Poor,63,12,0.68,Medium
2025-05-09,Shimla,104,54,Low,28.0,29.2,31,0.0,104,Poor,44,0,0.39,Low
2025-05-10,Delhi,200,43,Medium,38.1,40.7,64,0.0,199,Poor,78,27,0.67,Medium
2025-05-10,Bangalore,157,48,Medium,17.2,19.5,57,0.0,126,Poor,42,0,0.43,Medium
2025-05-10,Mumbai,256,37,Medium,26.0,28.4,60,0.0,175,Poor,59,0,0.56,Medium
2025-05-10,Chennai,279,34,Medium,39.2,42.5,83,0.0,180,Poor,86,14,0.65,Medium
2025-05-10,Ahmedabad,385,23,High,44.2,46.6,60,0.0,255,Poor,65,23,0.87,High
2025-05-10,Hyderabad,337,28,Medium,41.8,43.0,30,0.0,197,Poor,96,22,0.69,Medium
2025-05-10,Lucknow,280,34,Medium,30.4,32.1,42,0.0,210,Poor,87,1,0.63,Medium
2025-05-10,Shimla,137,50,Low,7.9,11.1,81,0.0,75,Moderate,31,0,0.21,Low
2025-05-11,Delhi,502,10,High,41.8,45.0,79,0.0,279,Poor,136,26,0.89,High
2025-05-11,Bangalore,163,47,Medium,16.1,19.4,82,0.0,111,Poor,47,0,0.41,Medium
2025-05-11,Mumbai,390,22,High,33.6,35.4,45,0.0,200,Poor,61,13,0.73,High
2025-05-11,Chennai,356,26,High,39.3,41.7,61,7.8,229,Poor,100,28,0.81,High
2025-05-11,Ahmedabad,243,38,Medium,24.2,27.3,77,0.0,203,Poor,67,0,0.58,Medium
2025-05-11,Hyderabad,234,39,Medium,29.1,31.8,68,12.5,187,Poor,59,0,0.59,Medium
2025-05-11,Lucknow,315,30,Medium,33.0,34.9,48,0.0,236,Poor,114,5,0.68,Medium
2025-05-11,Shimla,148,49,Low,26.7,29.8,78,0.0,115,Poor,42,0,0.39,Low
2025-05-12,Delhi,487,11,High,40.3,42.3,50,0.0,298,Poor,140,17,0.91,High
2025-05-12,Bangalore,361,25,High,25.5,28.2,67,0.0,164,Poor,60,0,0.63,Medium
2025-05-12,Mumbai,283,34,Medium,28.2,30.0,44,0.0,182,Poor,56,0,0.58,Medium
2025-05-12,Chennai,364,25,High,26.4,29.7,82,0.0,225,Poor,82,0,0.72,High
2025-05-12,Ahmedabad,310,31,Medium,19.1,22.1,75,0.0,220,Poor,63,0,0.57,Medium
2025-05-12,Hyderabad,343,27,Medium,36.1,39.0,72,0.0,190,Poor,67,17,0.64,Medium
2025-05-12,Lucknow,274,35,Medium,23.5,25.1,40,0.0,224,Poor,73,0,0.61,Medium
2025-05-12,Shimla,156,48,Medium,12.8,14.6,44,12.6,91,Moderate,34,0,0.36,Low
2025-05-13,Delhi,435,17,High,36.7,39.3,64,0.0,284,Poor,122,20,0.86,High
2025-05-13,Bangalore,434,17,High,31.1,33.4,58,14.0,182,Poor,51,3,0.69,Medium
2025-05-13,Mumbai,268,36,Medium,33.9,36.9,76,0.0,171,Poor,63,7,0.6,Medium
2025-05-13,Chennai,480,12,High,27.5,29.9,59,0.0,243,Poor,93,0,0.75,High
2025-05-13,Ahmedabad,284,34,Medium,19.8,22.2,61,0.0,197,Poor,67,0,0.54,Medium
2025-05-13,Hyderabad,226,40,Medium,29.9,31.5,41,0.0,164,Poor,58,0,0.57,Medium
2025-05-13,Lucknow,396,21,High,13.4,15.2,46,0.8,263,Poor,111,0,0.68,Medium
2025-05-13,Shimla,146,49,Low,4.6,6.2,40,0.0,92,Moderate,40,0,0.21,Low
2025-05-14,Delhi,481,12,High,24.6,26.1,38,0.0,260,Poor,85,0,0.75,High
2025-05-14,Bangalore,238,39,Medium,30.1,31.7,40,13.4,168,Poor,59,0,0.57,Medium
2025-05-14,Mumbai,405,20,High,22.0,24.8,71,0.0,215,Poor,87,0,0.67,Medium
2025-05-14,Chennai,266,36,Medium,30.7,32.2,38,0.0,191,Poor,70,2,0.61,Medium
2025-05-14,Ahmedabad,235,39,Medium,35.7,38.2,62,0.0,189,Poor,73,18,0.64,Medium
2025-05-14,Hyderabad,429,18,High,25.5,27.8,57,0.0,215,Poor,93,0,0.7,High
2025-05-14,Lucknow,361,25,High,38.6,41.2,65,0.0,246,Poor,76,28,0.83,High
2025-05-14,Shimla,184,45,Medium,22.6,25.1,63,0.0,102,Poor,46,0,0.44,Medium
2025-05-15,Delhi,400,21,High,34.2,36.8,66,0.0,280,Poor,91,8,0.84,High
2025-05-15,Bangalore,277,35,Medium,27.3,28.9,41,0.0,155,Poor,77,0,0.54,Medium
2025-05-15,Mumbai,437,17,High,30.2,32.3,52,0.0,224,Poor,67,0,0.74,High
2025-05-15,Chennai,265,36,Medium,41.4,44.0,66,8.2,189,Poor,53,33,0.68,Medium
2025-05-15,Ahmedabad,217,41,Medium,32.9,35.3,60,0.0,207,Poor,102,11,0.65,Medium
2025-05-15,Hyderabad,459,14,High,22.6,25.9,82,0.0,205,Poor,66,0,0.66,Medium
2025-05-15,Lucknow,279,34,Medium,27.6,30.9,82,0.0,215,Poor,95,0,0.62,Medium
2025-05-15,Shimla,112,53,Low,16.1,17.4,33,0.7,71,Moderate,24,0,0.26,Low
2025-05-16,Delhi,532,10,High,23.2,26.1,72,0.0,282,Poor,71,0,0.77,High
2025-05-16,Bangalore,394,22,High,16.6,19.3,68,0.0,178,Poor,63,0,0.59,Medium
2025-05-16,Mumbai,642,10,High,37.2,39.0,46,0.0,288,Poor,76,20,0.87,High
2025-05-16,Chennai,467,14,High,30.2,32.9,67,0.0,248,Poor,105,0,0.77,High
2025-05-16,Ahmedabad,484,12,High,29.0,31.7,68,0.0,253,Poor,103,0,0.77,High
2025-05-16,Hyderabad,217,41,Medium,31.4,32.7,33,0.0,149,Poor,61,5,0.56,Medium
2025-05-16,Lucknow,164,47,Medium,32.1,33.6,38,18.8,173,Poor,58,3,0.59,Medium
2025-05-16,Shimla,172,46,Medium,2.7,4.3,40,0.0,92,Moderate,31,0,0.29,Low
2025-05-17,Delhi,329,29,Medium,18.9,22.3,85,0.0,244,Poor,96,0,0.6,Medium
2025-05-17,Bangalore,378,23,High,20.7,23.2,62,0.0,184,Poor,76,0,0.62,Medium
2025-05-17,Mumbai,600,10,High,28.7,31.3,66,0.0,257,Poor,82,0,0.77,High
2025-05-17,Chennai,426,18,High,36.6,39.5,73,0.0,246,Poor,118,22,0.81,High
2025-05-17,Ahmedabad,405,20,High,25.3,27.3,49,0.0,235,Poor,99,0,0.72,High
2025-05-17,Hyderabad,271,35,Medium,27.4,30.8,84,17.2,185,Poor,89,0,0.58,Medium
2025-05-17,Lucknow,410,20,High,19.6,21.5,48,0.0,234,Poor,78,0,0.68,Medium
2025-05-17,Shimla,79,57,Low,9.1,11.0,47,0.0,65,Moderate,29,0,0.21,Low
2025-05-18,Delhi,451,15,High,22.2,23.6,35,0.0,261,Poor,93,0,0.74,High
2025-05-18,Bangalore,229,40,Medium,26.8,28.4,41,0.0,145,Poor,46,0,0.52,Medium
2025-05-18,Mumbai,323,30,Medium,38.0,40.7,68,0.0,205,Poor,91,12,0.68,Medium
2025-05-18,Chennai,461,14,High,36.8,39.3,62,12.6,255,Poor,114,25,0.83,High
2025-05-18,Ahmedabad,313,31,Medium,27.2,28.9,42,0.0,219,Poor,96,0,0.62,Medium
2025-05-18,Hyderabad,336,28,Medium,24.4,27.7,82,0.0,198,Poor,57,0,0.58,Medium
2025-05-18,Lucknow,312,31,Medium,13.2,16.6,85,0.0,238,Poor,90,0,0.56,Medium
2025-05-18,Shimla,162,47,Medium,14.3,17.0,68,0.0,107,Poor,32,0,0.39,Low
2025-05-19,Delhi,409,20,High,12.7,15.7,74,0.0,247,Poor,87,0,0.65,Medium
2025-05-19,Bangalore,247,38,Medium,30.0,32.3,58,0.0,148,Poor,71,0,0.55,Medium
2025-05-19,Mumbai,372,24,High,32.2,33.4,31,0.5,194,Poor,67,4,0.71,High
2025-05-19,Chennai,241,39,Medium,29.7,31.9,56,13.3,194,Poor,58,0,0.61,Medium
2025-05-19,Ahmedabad,476,13,High,36.6,39.0,59,0.0,242,Poor,65,16,0.81,High
2025-05-19,Hyderabad,327,29,Medium,34.3,36.6,58,0.0,188,Poor,60,7,0.63,Medium
2025-05-19,Lucknow,347,27,Medium,14.9,17.6,67,0.0,254,Poor,80,0,0.59,Medium
2025-05-19,Shimla,61,59,Low,12.9,14.4,37,10.2,58,Moderate,19,0,0.22,Low
2025-05-20,Delhi,315,30,Medium,12.9,16.3,84,0.0,242,Poor,109,0,0.56,Medium
2025-05-20,Bangalore,188,45,Medium,20.5,22.7,54,0.0,122,Poor,44,0,0.45,Medium
2025-05-20,Mumbai,331,29,Medium,22.3,24.0,42,18.0,198,Poor,78,0,0.56,Medium
2025-05-20,Chennai,360,25,High,40.5,42.3,46,0.0,223,Poor,79,32,0.81,High
2025-05-20,Ahmedabad,257,37,Medium,35.4,36.6,30,0.0,219,Poor,91,11,0.68,Medium
2025-05-20,Hyderabad,339,28,Medium,27.2,30.3,78,0.0,203,Poor,99,0,0.6,Medium
2025-05-20,Lucknow,255,37,Medium,23.3,25.1,46,7.3,193,Poor,87,0,0.56,Medium
2025-05-20,Shimla,132,51,Low,19.4,22.0,65,0.0,108,Poor,43,0,0.33,Low
2025-05-21,Delhi,254,37,Medium,21.1,23.3,54,0.0,220,Poor,88,0,0.58,Medium
2025-05-21,Bangalore,403,21,High,30.1,32.2,53,0.0,172,Poor,69,0,0.67,Medium
2025-05-21,Mumbai,526,10,High,28.0,31.2,80,0.0,249,Poor,107,0,0.76,High
2025-05-21,Chennai,353,26,High,28.9,30.1,30,0.0,226,Poor,87,0,0.73,High
2025-05-21,Ahmedabad,483,12,High,42.8,45.4,65,0.0,269,Poor,132,19,0.88,High
2025-05-21,Hyderabad,249,38,Medium,26.1,28.0,48,0.0,184,Poor,80,0,0.57,Medium
2025-05-21,Lucknow,180,45,Medium,14.9,16.5,39,0.0,200,Poor,68,0,0.52,Medium
2025-05-21,Shimla,156,48,Medium,16.8,18.8,51,0.0,96,Moderate,34,0,0.39,Low
2025-05-22,Delhi,532,10,High,23.1,26.0,72,0.0,306,Poor,121,0,0.79,High
