date,city,temperature,humidity,rainfall,aqi,heat_index,air_quality_category
2025-03-10,Hyderabad,40.3,67,0.0,188,43.0,Poor
2025-03-10,Lucknow,31.9,48,0.0,232,33.8,Poor
2025-03-10,Shimla,26.1,36,2.9,85,27.5,Moderate
2025-03-11,Delhi,29.1,60,0.0,305,31.5,Poor
2025-03-11,Bangalore,17.1,64,0.0,156,19.7,Poor
2025-03-11,Mumbai,33.6,43,13.0,231,35.3,Poor
2025-03-11,Chennai,41.4,39,6.7,245,43.0,Poor
2025-03-11,Ahmedabad,24.6,70,6.2,186,27.4,Poor
2025-03-11,Hyderabad,26.7,43,0.0,181,28.4,Poor
2025-03-11,Lucknow,31.4,54,0.0,229,33.6,Poor
2025-03-11,Shimla,5.2,79,0.0,62,8.4,Moderate
2025-03-12,Delhi,32.2,47,8.7,259,34.1,Poor
2025-03-12,Bangalore,25.1,62,0.0,113,27.6,Poor
2025-03-12,Mumbai,35.2,82,6.7,215,38.5,Poor
2025-03-12,Chennai,40.8,51,0.0,221,42.8,Poor
2025-03-12,Ahmedabad,23.3,72,0.0,201,26.2,Poor
2025-03-12,Hyderabad,29.9,75,0.0,212,32.9,Poor
2025-03-12,Lucknow,25.0,75,0.0,259,28.0,Poor
2025-03-12,Shimla,13.3,68,0.0,71,16.0,Moderate
2025-03-13,Delhi,17.7,38,0.0,207,19.2,Poor
2025-03-13,Bangalore,20.0,44,0.0,214,21.8,Poor
2025-03-13,Mumbai,31.5,71,6.2,186,34.3,Poor
2025-03-13,Chennai,36.3,36,0.0,238,37.7,Poor
2025-03-13,Ahmedabad,18.5,78,0.0,234,21.6,Poor
2025-03-13,Hyderabad,31.5,35,0.0,189,32.9,Poor
2025-03-13,Lucknow,27.4,56,0.0,260,29.6,Poor
2025-03-13,Shimla,17.4,33,0.0,69,18.7,Moderate
2025-03-14,Delhi,37.9,56,0.4,264,40.1,Poor
2025-03-14,Bangalore,31.0,33,0.0,142,32.3,Poor
2025-03-14,Mumbai,24.3,80,0.0,264,27.5,Poor
2025-03-14,Chennai,25.6,64,0.0,225,28.2,Poor
2025-03-14,Ahmedabad,26.5,45,0.0,275,28.3,Poor
2025-03-14,Hyderabad,34.0,32,13.3,221,35.3,Poor
2025-03-14,Lucknow,17.5,41,0.0,204,19.1,Poor
2025-03-14,Shimla,22.0,68,0.0,110,24.7,Poor
2025-03-15,Delhi,13.4,45,0.0,306,15.2,Poor
2025-03-15,Bangalore,18.9,83,0.0,151,22.2,Poor
2025-03-15,Mumbai,34.0,33,0.0,237,35.3,Poor
2025-03-15,Chennai,30.9,33,0.0,263,32.2,Poor
2025-03-15,Ahmedabad,29.5,55,0.0,238,31.7,Poor
2025-03-15,Hyderabad,21.1,71,0.0,242,23.9,Poor
2025-03-15,Lucknow,20.9,83,14.2,212,24.2,Poor
2025-03-15,Shimla,12.6,67,18.1,92,15.3,Moderate
2025-03-16,Delhi,29.5,74,0.0,274,32.5,Poor
2025-03-16,Bangalore,29.2,37,0.0,192,30.7,Poor
2025-03-16,Mumbai,27.8,69,0.0,242,30.6,Poor
2025-03-16,Chennai,36.5,54,15.7,222,38.7,Poor
2025-03-16,Ahmedabad,31.9,82,0.1,194,35.2,Poor
2025-03-16,Hyderabad,21.2,66,8.9,230,23.8,Poor
2025-03-16,Lucknow,23.3,80,0.0,234,26.5,Poor
2025-03-16,Shimla,2.1,80,0.0,92,5.3,Moderate
2025-03-17,Delhi,23.4,74,14.8,276,26.4,Poor
2025-03-17,Bangalore,23.1,61,0.0,134,25.5,Poor
2025-03-17,Mumbai,36.5,45,0.0,268,38.3,Poor
2025-03-17,Chennai,30.1,74,0.0,191,33.1,Poor
2025-03-17,Ahmedabad,32.3,75,0.0,220,35.3,Poor
2025-03-17,Hyderabad,34.9,65,0.0,233,37.5,Poor
2025-03-17,Lucknow,30.9,67,0.0,210,33.6,Poor
2025-03-17,Shimla,12.0,63,2.9,91,14.5,Moderate
2025-03-18,Delhi,14.4,72,0.7,200,17.3,Poor
2025-03-18,Bangalore,33.5,45,5.8,164,35.3,Poor
2025-03-18,Mumbai,35.0,51,0.0,216,37.0,Poor
2025-03-18,Chennai,35.3,56,0.0,210,37.5,Poor
2025-03-18,Ahmedabad,40.8,44,0.0,182,42.6,Poor
2025-03-18,Hyderabad,33.1,34,0.0,185,34.5,Poor
2025-03-18,Lucknow,25.4,75,3.1,216,28.4,Poor
2025-03-18,Shimla,22.8,40,0.0,104,24.4,Poor
2025-03-19,Delhi,10.9,81,0.0,254,14.1,Poor
2025-03-19,Bangalore,30.8,46,2.8,208,32.6,Poor
2025-03-19,Mumbai,22.6,58,0.0,232,24.9,Poor
2025-03-19,Chennai,40.9,47,0.0,208,42.8,Poor
2025-03-19,Ahmedabad,26.8,73,0.0,236,29.7,Poor
2025-03-19,Hyderabad,34.3,49,0.0,153,36.3,Poor
2025-03-19,Lucknow,28.0,60,0.0,205,30.4,Poor
2025-03-19,Shimla,26.3,76,0.0,81,29.3,Moderate
2025-03-20,Delhi,26.5,72,10.1,239,29.4,Poor
2025-03-20,Bangalore,32.1,70,0.0,190,34.9,Poor
2025-03-20,Mumbai,28.3,30,0.0,292,29.5,Poor
2025-03-20,Chennai,41.6,82,2.5,244,44.9,Poor
2025-03-20,Ahmedabad,33.5,40,12.4,226,35.1,Poor
2025-03-20,Hyderabad,34.3,50,0.0,205,36.3,Poor
2025-03-20,Lucknow,29.1,52,0.0,220,31.2,Poor
2025-03-20,Shimla,6.6,33,0.0,74,7.9,Moderate
2025-03-21,Delhi,24.0,55,0.0,236,26.2,Poor
2025-03-21,Bangalore,19.6,84,0.0,157,23.0,Poor
2025-03-21,Mumbai,37.0,53,0.0,206,39.1,Poor
2025-03-21,Chennai,34.6,59,15.8,214,37.0,Poor
2025-03-21,Ahmedabad,27.8,46,0.0,234,29.6,Poor
2025-03-21,Hyderabad,33.5,46,1.4,160,35.3,Poor
2025-03-21,Lucknow,22.1,43,0.0,201,23.8,Poor
2025-03-21,Shimla,25.6,79,0.0,60,28.8,Moderate
2025-03-22,Delhi,13.8,78,0.0,266,16.9,Poor
2025-03-22,Bangalore,16.1,34,0.0,155,17.5,Poor
2025-03-22,Mumbai,25.5,78,0.0,244,28.6,Poor
2025-03-22,Chennai,24.3,60,0.0,247,26.7,Poor
2025-03-22,Ahmedabad,36.8,52,0.0,223,38.9,Poor
2025-03-22,Hyderabad,20.8,60,0.0,173,23.2,Poor
2025-03-22,Lucknow,14.9,79,0.0,198,18.1,Poor
2025-03-22,Shimla,26.6,59,0.0,75,29.0,Moderate
2025-03-23,Delhi,35.2,73,0.0,288,38.1,Poor
2025-03-23,Bangalore,33.7,84,0.0,205,37.1,Poor
2025-03-23,Mumbai,25.7,72,0.0,254,28.6,Poor
2025-03-23,Chennai,27.9,31,0.0,188,29.1,Poor
2025-03-23,Ahmedabad,44.7,45,0.0,240,46.5,Poor
2025-03-23,Hyderabad,28.0,35,0.0,230,29.4,Poor
2025-03-23,Lucknow,17.1,55,0.0,215,19.3,Poor
2025-03-23,Shimla,17.6,84,0.0,91,21.0,Moderate
2025-03-24,Delhi,40.2,48,0.0,246,42.1,Poor
2025-03-24,Bangalore,20.4,54,18.6,197,22.6,Poor
2025-03-24,Mumbai,33.0,76,0.0,226,36.0,Poor
2025-03-24,Chennai,41.2,53,0.0,266,43.3,Poor
2025-03-24,Ahmedabad,37.6,41,5.9,207,39.2,Poor
2025-03-24,Hyderabad,28.0,57,1.1,151,30.3,Poor
2025-03-24,Lucknow,21.8,43,0.0,197,23.5,Poor
2025-03-24,Shimla,17.6,39,13.6,96,19.2,Moderate
2025-03-25,Delhi,10.2,72,7.2,293,13.1,Poor
2025-03-25,Bangalore,29.6,81,0.0,164,32.8,Poor
2025-03-25,Mumbai,33.2,84,0.0,204,36.6,Poor
2025-03-25,Chennai,28.6,33,0.0,181,29.9,Poor
2025-03-25,Ahmedabad,33.0,55,0.0,229,35.2,Poor
2025-03-25,Hyderabad,33.8,45,0.0,196,35.6,Poor
2025-03-25,Lucknow,16.3,46,0.0,205,18.1,Poor
2025-03-25,Shimla,11.6,77,0.0,109,14.7,Poor
2025-03-26,Delhi,35.4,62,0.0,230,37.9,Poor
2025-03-26,Bangalore,26.9,57,0.5,136,29.2,Poor
2025-03-26,Mumbai,28.6,51,19.0,173,30.6,Poor
2025-03-26,Chennai,31.7,67,0.0,190,34.4,Poor
2025-03-26,Ahmedabad,20.1,75,0.0,216,23.1,Poor
2025-03-26,Hyderabad,34.9,48,0.0,231,36.8,Poor
2025-03-26,Lucknow,17.3,65,0.0,194,19.9,Poor
2025-03-26,Shimla,19.2,82,10.4,98,22.5,Moderate
2025-03-27,Delhi,27.7,83,0.0,290,31.0,Poor
2025-03-27,Bangalore,30.5,41,0.0,149,32.1,Poor
2025-03-27,Mumbai,35.3,40,0.0,262,36.9,Poor
2025-03-27,Chennai,25.8,48,0.0,178,27.7,Poor
2025-03-27,Ahmedabad,23.2,36,0.0,179,24.6,Poor
2025-03-27,Hyderabad,22.0,30,0.0,166,23.2,Poor
2025-03-27,Lucknow,28.8,60,17.1,190,31.2,Poor
2025-03-27,Shimla,18.0,57,16.3,91,20.3,Moderate
2025-03-28,Delhi,20.3,59,10.8,277,22.7,Poor
2025-03-28,Bangalore,26.4,70,0.0,152,29.2,Poor
2025-03-28,Mumbai,29.9,73,0.0,258,32.8,Poor
2025-03-28,Chennai,29.3,49,0.0,216,31.3,Poor
2025-03-28,Ahmedabad,28.1,42,0.0,259,29.8,Poor
2025-03-28,Hyderabad,33.8,70,0.0,182,36.6,Poor
2025-03-28,Lucknow,35.3,83,0.0,203,38.6,Poor
2025-03-28,Shimla,13.2,52,5.8,77,15.3,Moderate
2025-03-29,Delhi,11.7,62,0.0,315,14.2,Poor
2025-03-29,Bangalore,19.7,78,0.0,184,22.8,Poor
2025-03-29,Mumbai,24.3,51,12.1,213,26.3,Poor
2025-03-29,Chennai,40.9,37,11.1,200,42.4,Poor
2025-03-29,Ahmedabad,42.6,85,0.0,227,46.0,Poor
2025-03-29,Hyderabad,37.6,50,0.0,233,39.6,Poor
2025-03-29,Lucknow,27.1,32,7.0,235,28.4,Poor
2025-03-29,Shimla,23.2,53,0.0,94,25.3,Moderate
2025-03-30,Delhi,37.1,84,0.0,254,40.5,Poor
2025-03-30,Bangalore,24.4,58,0.0,142,26.7,Poor
2025-03-30,Mumbai,35.4,82,0.0,248,38.7,Poor
2025-03-30,Chennai,32.3,74,0.0,187,35.3,Poor
2025-03-30,Ahmedabad,20.6,79,5.5,225,23.8,Poor
2025-03-30,Hyderabad,36.0,45,0.0,198,37.8,Poor
2025-03-30,Lucknow,36.6,75,17.2,240,39.6,Poor
2025-03-30,Shimla,3.0,82,0.0,120,6.3,Poor
2025-03-31,Delhi,14.2,54,0.0,295,16.4,Poor
2025-03-31,Bangalore,27.7,69,0.0,180,30.5,Poor
2025-03-31,Mumbai,27.8,44,12.2,220,29.6,Poor
2025-03-31,Chennai,34.8,64,15.6,221,37.4,Poor
2025-03-31,Ahmedabad,20.1,57,0.0,204,22.4,Poor
2025-03-31,Hyderabad,20.9,31,5.7,190,22.1,Poor
2025-03-31,Lucknow,12.3,64,0.0,214,14.9,Poor
2025-03-31,Shimla,7.2,85,0.0,71,10.6,Moderate
2025-04-01,Delhi,36.4,63,0.0,219,38.9,Poor
2025-04-01,Bangalore,26.8,63,0.0,149,29.3,Poor
2025-04-01,Mumbai,34.1,39,0.0,195,35.7,Poor
2025-04-01,Chennai,33.8,77,1.7,202,36.9,Poor
2025-04-01,Ahmedabad,32.4,63,0.0,240,34.9,Poor
2025-04-01,Hyderabad,35.5,58,0.0,179,37.8,Poor
2025-04-01,Lucknow,38.7,75,0.0,259,41.7,Poor
2025-04-01,Shimla,9.6,30,13.8,84,10.8,Moderate
2025-04-02,Delhi,19.9,31,0.0,276,21.1,Poor
2025-04-02,Bangalore,27.9,30,14.6,134,29.1,Poor
2025-04-02,Mumbai,30.7,43,17.0,220,32.4,Poor
2025-04-02,Chennai,25.9,36,0.0,212,27.3,Poor
2025-04-02,Ahmedabad,44.3,69,0.0,211,47.1,Poor
2025-04-02,Hyderabad,29.4,73,0.0,216,32.3,Poor
2025-04-02,Lucknow,29.7,66,0.0,194,32.3,Poor
2025-04-02,Shimla,4.9,83,10.0,65,8.2,Moderate
2025-04-03,Delhi,18.6,59,0.0,279,21.0,Poor
2025-04-03,Bangalore,25.7,44,0.0,151,27.5,Poor
2025-04-03,Mumbai,29.1,78,0.0,205,32.2,Poor
2025-04-03,Chennai,25.4,80,0.0,218,28.6,Poor
2025-04-03,Ahmedabad,23.1,84,0.0,263,26.5,Poor
2025-04-03,Hyderabad,38.3,61,0.0,178,40.7,Poor
2025-04-03,Lucknow,21.6,74,0.0,211,24.6,Poor
2025-04-03,Shimla,11.5,61,6.9,102,13.9,Poor
2025-04-04,Delhi,40.2,32,0.0,319,41.5,Poor
2025-04-04,Bangalore,32.3,56,0.0,195,34.5,Poor
2025-04-04,Mumbai,28.6,73,0.0,213,31.5,Poor
2025-04-04,Chennai,35.8,64,0.0,262,38.4,Poor
2025-04-04,Ahmedabad,25.7,41,0.0,194,27.3,Poor
2025-04-04,Hyderabad,32.7,69,0.0,200,35.5,Poor
2025-04-04,Lucknow,33.5,69,3.6,233,36.3,Poor
2025-04-04,Shimla,17.7,46,0.0,108,19.5,Poor
2025-04-05,Delhi,37.0,49,0.0,280,39.0,Poor
2025-04-05,Bangalore,22.8,80,0.0,184,26.0,Poor
2025-04-05,Mumbai,33.1,47,0.0,185,35.0,Poor
2025-04-05,Chennai,41.7,59,0.0,174,44.1,Poor
2025-04-05,Ahmedabad,21.7,77,0.0,175,24.8,Poor
2025-04-05,Hyderabad,33.7,84,18.7,157,37.1,Poor
2025-04-05,Lucknow,20.4,40,0.0,180,22.0,Poor
2025-04-05,Shimla,7.0,80,0.0,110,10.2,Poor
2025-04-06,Delhi,36.6,82,0.0,262,39.9,Poor
2025-04-06,Bangalore,20.1,33,0.0,178,21.4,Poor
2025-04-06,Mumbai,37.9,33,14.7,182,39.2,Poor
2025-04-06,Chennai,38.8,69,0.0,181,41.6,Poor
2025-04-06,Ahmedabad,40.4,52,5.0,236,42.5,Poor
2025-04-06,Hyderabad,22.5,81,0.0,212,25.7,Poor
2025-04-06,Lucknow,19.6,35,0.0,226,21.0,Poor
2025-04-06,Shimla,9.2,79,0.0,82,12.4,Moderate
2025-04-07,Delhi,13.8,71,0.0,235,16.6,Poor
2025-04-07,Bangalore,27.8,73,10.6,160,30.7,Poor
2025-04-07,Mumbai,30.3,47,0.0,243,32.2,Poor
2025-04-07,Chennai,24.3,34,0.0,184,25.7,Poor
2025-04-07,Ahmedabad,44.0,85,0.0,189,47.4,Poor
2025-04-07,Hyderabad,28.4,54,1.1,218,30.6,Poor
2025-04-07,Lucknow,34.3,82,0.0,181,37.6,Poor
2025-04-07,Shimla,4.1,68,0.0,61,6.8,Moderate
2025-04-08,Delhi,14.7,55,9.6,246,16.9,Poor
2025-04-08,Bangalore,22.0,35,0.0,151,23.4,Poor
2025-04-08,Mumbai,22.9,66,0.0,220,25.5,Poor
2025-04-08,Chennai,41.8,30,0.0,184,43.0,Poor
2025-04-08,Ahmedabad,28.6,83,0.0,214,31.9,Poor
2025-04-08,Hyderabad,21.2,49,4.0,206,23.2,Poor
2025-04-08,Lucknow,15.5,74,19.1,257,18.5,Poor
2025-04-08,Shimla,2.3,41,0.0,108,3.9,Poor
2025-04-09,Delhi,15.1,79,0.0,281,18.3,Poor
2025-04-09,Bangalore,26.4,42,0.0,169,28.1,Poor
2025-04-09,Mumbai,35.8,72,0.0,250,38.7,Poor
2025-04-09,Chennai,41.6,50,0.0,229,43.6,Poor
2025-04-09,Ahmedabad,25.2,53,2.3,241,27.3,Poor
2025-04-09,Hyderabad,22.8,54,3.0,171,25.0,Poor
2025-04-09,Lucknow,22.9,65,0.0,209,25.5,Poor
2025-04-09,Shimla,19.4,66,0.0,82,22.0,Moderate
2025-04-10,Delhi,35.3,31,0.0,277,36.5,Poor
2025-04-10,Bangalore,21.6,78,0.0,165,24.7,Poor
2025-04-10,Mumbai,24.3,42,5.1,258,26.0,Poor
2025-04-10,Chennai,33.3,39,0.0,193,34.9,Poor
2025-04-10,Ahmedabad,19.1,34,0.0,221,20.5,Poor
2025-04-10,Hyderabad,40.4,84,0.0,204,43.8,Poor
2025-04-10,Lucknow,26.7,40,0.0,193,28.3,Poor
2025-04-10,Shimla,4.3,46,0.0,78,6.1,Moderate
2025-04-11,Delhi,18.3,47,0.0,192,20.2,Poor
2025-04-11,Bangalore,18.3,43,11.3,195,20.0,Poor
2025-04-11,Mumbai,28.8,36,0.0,257,30.2,Poor
2025-04-11,Chennai,27.6,81,0.0,188,30.8,Poor
2025-04-11,Ahmedabad,39.6,84,0.0,183,43.0,Poor
2025-04-11,Hyderabad,23.2,31,2.7,170,24.4,Poor
2025-04-11,Lucknow,37.8,60,10.0,234,40.2,Poor
2025-04-11,Shimla,8.7,49,2.1,97,10.7,Moderate
2025-04-12,Delhi,40.6,71,0.0,220,43.4,Poor
2025-04-12,Bangalore,16.2,37,0.0,169,17.7,Poor
2025-04-12,Mumbai,26.9,53,0.0,238,29.0,Poor
2025-04-12,Chennai,38.5,64,17.9,227,41.1,Poor
2025-04-12,Ahmedabad,40.2,62,0.0,231,42.7,Poor
2025-04-12,Hyderabad,35.4,55,0.0,152,37.6,Poor
2025-04-12,Lucknow,29.6,32,0.0,242,30.9,Poor
2025-04-12,Shimla,14.4,84,8.3,80,17.8,Moderate
2025-04-13,Delhi,28.9,62,0.0,311,31.4,Poor
2025-04-13,Bangalore,20.9,85,3.3,123,24.3,Poor
2025-04-13,Mumbai,37.9,31,16.6,244,39.1,Poor
2025-04-13,Chennai,30.4,63,13.3,241,32.9,Poor
2025-04-13,Ahmedabad,44.7,72,0.0,226,47.6,Poor
2025-04-13,Hyderabad,32.3,85,0.0,227,35.7,Poor
2025-04-13,Lucknow,37.6,71,10.1,222,40.4,Poor
2025-04-13,Shimla,10.5,80,0.0,73,13.7,Moderate
2025-04-14,Delhi,16.9,60,0.0,295,19.3,Poor
2025-04-14,Bangalore,31.0,63,0.0,203,33.5,Poor
2025-04-14,Mumbai,24.4,57,0.0,257,26.7,Poor
2025-04-14,Chennai,41.8,62,0.0,219,44.3,Poor
2025-04-14,Ahmedabad,31.5,84,0.0,203,34.9,Poor
2025-04-14,Hyderabad,22.7,76,0.0,231,25.7,Poor
2025-04-14,Lucknow,22.8,36,0.0,206,24.2,Poor
2025-04-14,Shimla,20.0,78,0.0,103,23.1,Poor
2025-04-15,Delhi,29.9,73,0.0,226,32.8,Poor
2025-04-15,Bangalore,17.5,84,7.6,183,20.9,Poor
2025-04-15,Mumbai,27.9,75,0.0,203,30.9,Poor
2025-04-15,Chennai,30.9,83,0.0,221,34.2,Poor
2025-04-15,Ahmedabad,41.8,42,0.0,210,43.5,Poor
2025-04-15,Hyderabad,24.4,76,0.0,176,27.4,Poor
2025-04-15,Lucknow,34.6,71,5.1,212,37.4,Poor
2025-04-15,Shimla,27.4,60,16.6,96,29.8,Moderate
2025-04-16,Delhi,21.6,57,0.0,257,23.9,Poor
2025-04-16,Bangalore,27.8,38,0.0,146,29.3,Poor
2025-04-16,Mumbai,30.5,84,15.3,167,33.9,Poor
2025-04-16,Chennai,28.7,77,0.0,223,31.8,Poor
2025-04-16,Ahmedabad,20.1,75,0.0,233,23.1,Poor
2025-04-16,Hyderabad,34.3,53,0.0,210,36.4,Poor
2025-04-16,Lucknow,17.9,81,0.0,187,21.1,Poor
2025-04-16,Shimla,26.4,84,0.0,82,29.8,Moderate
2025-04-17,Delhi,36.1,36,12.9,227,37.5,Poor
2025-04-17,Bangalore,30.5,69,12.5,137,33.3,Poor
2025-04-17,Mumbai,37.4,81,0.0,222,40.6,Poor
2025-04-17,Chennai,39.0,61,2.3,160,41.4,Poor
2025-04-17,Ahmedabad,19.0,33,0.0,237,20.3,Poor
2025-04-17,Hyderabad,30.2,47,8.9,211,32.1,Poor
2025-04-17,Lucknow,23.7,38,0.0,193,25.2,Poor
2025-04-17,Shimla,22.1,36,0.0,53,23.5,Moderate
2025-04-18,Delhi,22.4,69,0.0,214,25.2,Poor
2025-04-18,Bangalore,32.9,32,0.0,183,34.2,Poor
2025-04-18,Mumbai,36.1,46,0.0,264,37.9,Poor
2025-04-18,Chennai,38.9,71,0.0,168,41.7,Poor
2025-04-18,Ahmedabad,24.3,42,0.0,205,26.0,Poor
2025-04-18,Hyderabad,27.1,34,16.4,215,28.5,Poor
2025-04-18,Lucknow,37.5,51,0.0,236,39.5,Poor
2025-04-18,Shimla,17.7,67,0.0,109,20.4,Poor
2025-04-19,Delhi,20.1,62,0.0,205,22.6,Poor
2025-04-19,Bangalore,24.5,84,0.0,195,27.9,Poor
2025-04-19,Mumbai,30.2,66,0.0,224,32.8,Poor
2025-04-19,Chennai,26.5,56,2.6,277,28.7,Poor
2025-04-19,Ahmedabad,25.8,40,0.0,273,27.4,Poor
2025-04-19,Hyderabad,38.2,69,0.0,163,41.0,Poor
2025-04-19,Lucknow,12.6,49,8.2,181,14.6,Poor
2025-04-19,Shimla,10.1,51,0.0,94,12.1,Moderate
2025-04-20,Delhi,27.4,39,0.0,304,29.0,Poor
2025-04-20,Bangalore,27.1,78,19.9,142,30.2,Poor
2025-04-20,Mumbai,31.8,74,0.0,206,34.8,Poor
2025-04-20,Chennai,26.8,77,0.0,172,29.9,Poor
2025-04-20,Ahmedabad,26.2,34,0.0,262,27.6,Poor
2025-04-20,Hyderabad,33.7,59,0.0,188,36.1,Poor
2025-04-20,Lucknow,30.7,84,7.1,224,34.1,Poor
2025-04-20,Shimla,6.9,52,0.0,89,9.0,Moderate
2025-04-21,Delhi,18.9,71,11.2,277,21.7,Poor
2025-04-21,Bangalore,28.8,78,0.0,148,31.9,Poor
2025-04-21,Mumbai,34.3,36,0.0,244,35.7,Poor
2025-04-21,Chennai,35.6,77,18.6,181,38.7,Poor
2025-04-21,Ahmedabad,22.6,65,0.0,242,25.2,Poor
2025-04-21,Hyderabad,26.9,78,0.0,159,30.0,Poor
2025-04-21,Lucknow,14.9,69,0.0,248,17.7,Poor
2025-04-21,Shimla,22.0,81,0.0,85,25.2,Moderate
2025-04-22,Delhi,38.5,63,0.9,277,41.0,Poor
2025-04-22,Bangalore,22.9,37,0.5,132,24.4,Poor
2025-04-22,Mumbai,27.0,83,16.2,186,30.3,Poor
2025-04-22,Chennai,32.7,69,5.8,261,35.5,Poor
2025-04-22,Ahmedabad,34.4,51,0.0,227,36.4,Poor
2025-04-22,Hyderabad,36.4,43,0.0,176,38.1,Poor
2025-04-22,Lucknow,35.4,54,0.0,238,37.6,Poor
2025-04-22,Shimla,12.2,47,0.0,101,14.1,Poor
2025-04-23,Delhi,29.5,85,0.0,247,32.9,Poor
2025-04-23,Bangalore,19.4,50,1.2,169,21.4,Poor
2025-04-23,Mumbai,26.1,60,0.0,261,28.5,Poor
2025-04-23,Chennai,26.0,66,0.0,252,28.6,Poor
2025-04-23,Ahmedabad,25.6,66,18.4,268,28.2,Poor
2025-04-23,Hyderabad,20.4,72,0.0,198,23.3,Poor
2025-04-23,Lucknow,16.2,77,0.0,268,19.3,Poor
2025-04-23,Shimla,3.3,48,0.0,99,5.2,Moderate
2025-04-24,Delhi,29.2,44,0.0,306,31.0,Poor
2025-04-24,Bangalore,33.3,58,0.0,126,35.6,Poor
2025-04-24,Mumbai,27.2,49,0.0,252,29.2,Poor
2025-04-24,Chennai,37.3,32,0.0,243,38.6,Poor
2025-04-24,Ahmedabad,29.9,57,7.0,267,32.2,Poor
2025-04-24,Hyderabad,40.9,47,0.0,228,42.8,Poor
2025-04-24,Lucknow,38.6,36,14.5,229,40.0,Poor
2025-04-24,Shimla,13.0,35,0.0,80,14.4,Moderate
2025-04-25,Delhi,21.3,68,0.0,294,24.0,Poor
2025-04-25,Bangalore,32.3,54,0.0,210,34.5,Poor
2025-04-25,Mumbai,36.6,53,0.0,187,38.7,Poor
2025-04-25,Chennai,34.4,82,0.0,199,37.7,Poor
2025-04-25,Ahmedabad,36.3,63,0.0,214,38.8,Poor
2025-04-25,Hyderabad,21.3,65,0.4,183,23.9,Poor
2025-04-25,Lucknow,19.9,36,0.0,205,21.3,Poor
2025-04-25,Shimla,17.0,77,0.0,86,20.1,Moderate
2025-04-26,Delhi,26.8,59,0.0,282,29.2,Poor
2025-04-26,Bangalore,18.3,65,0.0,182,20.9,Poor
2025-04-26,Mumbai,28.5,84,0.0,201,31.9,Poor
2025-04-26,Chennai,35.2,35,5.1,244,36.6,Poor
2025-04-26,Ahmedabad,24.9,50,0.0,212,26.9,Poor
2025-04-26,Hyderabad,30.2,62,0.0,213,32.7,Poor
2025-04-26,Lucknow,35.0,32,3.0,206,36.3,Poor
2025-04-26,Shimla,10.6,64,0.0,92,13.2,Moderate
2025-04-27,Delhi,20.4,83,0.0,234,23.7,Poor
2025-04-27,Bangalore,28.5,82,11.5,191,31.8,Poor
2025-04-27,Mumbai,36.7,44,0.0,219,38.5,Poor
2025-04-27,Chennai,25.5,76,8.0,188,28.5,Poor
2025-04-27,Ahmedabad,20.5,47,0.0,257,22.4,Poor
2025-04-27,Hyderabad,36.6,72,0.0,185,39.5,Poor
2025-04-27,Lucknow,14.9,54,1.0,225,17.1,Poor
2025-04-27,Shimla,19.9,33,0.0,92,21.2,Moderate
2025-04-28,Delhi,23.0,63,0.0,272,25.5,Poor
2025-04-28,Bangalore,18.9,47,0.0,156,20.8,Poor
2025-04-28,Mumbai,28.0,42,0.0,166,29.7,Poor
2025-04-28,Chennai,28.2,38,0.0,235,29.7,Poor
2025-04-28,Ahmedabad,41.6,46,13.8,235,43.4,Poor
2025-04-28,Hyderabad,39.9,33,0.0,188,41.2,Poor
2025-04-28,Lucknow,36.9,83,0.0,223,40.2,Poor
2025-04-28,Shimla,26.1,69,0.0,106,28.9,Poor
2025-04-29,Delhi,17.0,60,18.8,228,19.4,Poor
2025-04-29,Bangalore,27.0,49,0.0,154,29.0,Poor
2025-04-29,Mumbai,28.7,50,0.0,193,30.7,Poor
2025-04-29,Chennai,24.7,43,0.0,250,26.4,Poor
2025-04-29,Ahmedabad,40.6,58,0.0,224,42.9,Poor
2025-04-29,Hyderabad,33.4,50,6.6,156,35.4,Poor
2025-04-29,Lucknow,37.8,39,0.0,180,39.4,Poor
2025-04-29,Shimla,25.1,41,0.0,81,26.7,Moderate
2025-04-30,Delhi,32.1,74,0.0,250,35.1,Poor
2025-04-30,Bangalore,27.9,37,0.0,169,29.4,Poor
2025-04-30,Mumbai,25.4,62,0.0,218,27.9,Poor
2025-04-30,Chennai,38.3,43,0.0,273,40.0,Poor
2025-04-30,Ahmedabad,34.4,39,13.6,214,36.0,Poor
2025-04-30,Hyderabad,33.8,54,0.0,152,36.0,Poor
2025-04-30,Lucknow,39.8,82,0.0,189,43.1,Poor
2025-04-30,Shimla,16.7,41,0.0,90,18.3,Moderate
2025-05-01,Delhi,29.6,72,0.0,237,32.5,Poor
2025-05-01,Bangalore,31.4,57,0.0,130,33.7,Poor
2025-05-01,Mumbai,30.8,84,0.0,171,34.2,Poor
2025-05-01,Chennai,32.2,66,0.0,250,34.8,Poor
2025-05-01,Ahmedabad,43.2,77,0.0,208,46.3,Poor
2025-05-01,Hyderabad,20.9,39,0.0,204,22.5,Poor
2025-05-01,Lucknow,33.8,39,0.0,209,35.4,Poor
2025-05-01,Shimla,22.3,84,0.0,89,25.7,Moderate
2025-05-02,Delhi,10.6,35,0.0,262,12.0,Poor
2025-05-02,Bangalore,21.3,52,10.3,159,23.4,Poor
2025-05-02,Mumbai,32.8,38,0.0,208,34.3,Poor
